text,true_label,pred_label
phục vụ tổng quát Gọi đợi món cũg đợi tầm 15p.,1,1
thức ăn chất lượng Hôm nay chọn medium chứ không ăn medium rare thấy ngon hẳn.,2,2
"không gian tổng quát Không gian chả có gì đâu, nhỏ hẹp mà xấu lắm.",0,0
"đồ uống chất lượng Đen đá mang một vị cà phê rất đậm đà và lạ, làm ng thưởng thức ko bao giờ quên vị đắng của cà phê, vị ngọt béo của sữa hài hoà vs nhau mang một hương vị hoài niệm của sài gòn.",2,2
"đồ uống giá tiền Lần sau thì mình có gọi dessert bánh flan caramel 45k cũng khá ngon, vừa với 2 người ăn.",1,1
"đồ uống chất lượng Lần sau thì mình có gọi dessert bánh flan caramel 45k cũng khá ngon, vừa với 2 người ăn.",2,2
"thức ăn loại Cái xí muội lắc cùng với khoai nó bị rời rạc ra, k hề ăn nhập gì với khoai cả.",0,1
nhà hàng điều khoản khác Điểm duy nhất k thích lắm ở đây là điều hoà cho lạnh quá.,0,0
"nhà hàng tổng quát lần đầu uống ở chi nhánh này, khách k quá đông nên k phải chờ gọi tên nhận đồ uống như chi nhánh phan văn trị.",2,1
"nhà hàng tổng quát Tổng quan thì khá đầy đủ, ở một quán sang chảnh thì giá 60k cũng khá rẻ.",2,2
"nhà hàng giá tiền Tổng quan thì khá đầy đủ, ở một quán sang chảnh thì giá 60k cũng khá rẻ.",2,2
vị trí tổng quát 🍄 Hàng chỉ có tủ bán hàng tại vỉa hè Hàng Lược giao với Hàng Chai.,1,1
"thức ăn chất lượng Bánh bọn mình gọi set 3 cái matcha, choco và cheese nhỏ xinh, ăn ngon, vị matcha đúng kiểu matcha Nhật xịn ý, mà thích là vị k quá ngọt nên dễ ăn lắm.",2,2
"thức ăn loại Bánh bọn mình gọi set 3 cái matcha, choco và cheese nhỏ xinh, ăn ngon, vị matcha đúng kiểu matcha Nhật xịn ý, mà thích là vị k quá ngọt nên dễ ăn lắm.",2,1
thức ăn chất lượng Thật sự cảm thấy như một tô mì thừa đúng nghĩa.,0,0
nhà hàng tổng quát Mình toàn đi buổi trưa 12-13 h nên quán không đông thấy rất thoáng và dễ chịu.,1,1
không gian tổng quát Mình toàn đi buổi trưa 12-13 h nên quán không đông thấy rất thoáng và dễ chịu.,2,2
"nhà hàng điều khoản khác Hôm nay bọn mình có mã giảm giá Jamja nên đến, một phần là muốn thử vị mới, phần nữa là do có cô bạn làm ở đâu nên đến chơi cùng:' >.",2,2
"đồ uống loại Hôm nay bọn mình có mã giảm giá Jamja nên đến, một phần là muốn thử vị mới, phần nữa là do có cô bạn làm ở đâu nên đến chơi cùng:' >.",2,2
nhà hàng tổng quát Mình đã ăn nhiều lần ở đây và quán này luôn là lựa chọn yêu thích của mình khi nói về những món Hàn.,2,2
"đồ uống loại Uống ngon, thích trà cây ở đâu rất tươi vị đặc trưng, trà sữa trân châu hoàng gia cũng ngon uống rất được đặc biệt là không gian quán quý ' s tộc vô cùng.",1,1
"không gian tổng quát Uống ngon, thích trà cây ở đâu rất tươi vị đặc trưng, trà sữa trân châu hoàng gia cũng ngon uống rất được đặc biệt là không gian quán quý ' s tộc vô cùng.",2,2
"đồ uống chất lượng Uống ngon, thích trà cây ở đâu rất tươi vị đặc trưng, trà sữa trân châu hoàng gia cũng ngon uống rất được đặc biệt là không gian quán quý ' s tộc vô cùng.",2,2
thức ăn chất lượng Tính dễ dãi ai rủ gì ăn nấy nhưng nói chung đồ thái k hợp với mình quá chua quá ngọt.,0,1
"không gian tổng quát Mình khá thích không gian ở đây, rất thoáng và rộng có khu ngồi ghế và dưới đất tuỳ thích và tuỳ vào thời điểm bạn đến, không như King ở Nguyễn Tri Phương hoàn toàn ngồi bàn đi nhóm 10 người quá chật.",2,2
nhà hàng tổng quát Có phần hơi bị hụt hẫng với quán rồi đó nhoaaaaa.,0,0
"thức ăn loại Có 2 loại hủ tiếu nam vang khô và nước, mình thích ăn khô hơn, nếu ăn khô nhân viên sẽ đem ra 1 chén nước kèm thịt riêng, ở đây nêm nếm gia vị vừa ăn.",1,1
"thức ăn chất lượng Có 2 loại hủ tiếu nam vang khô và nước, mình thích ăn khô hơn, nếu ăn khô nhân viên sẽ đem ra 1 chén nước kèm thịt riêng, ở đây nêm nếm gia vị vừa ăn.",2,2
"thức ăn chất lượng Khác hẳn với toast trà xanh, toast dâu khá ngọt và cảm giác hơi ngán.",1,0
nhà hàng điều khoản khác Nhưng riêng nhân viên ở đây mình thấy trang phục không đẹp vs cả cũng k nhiều ng xinh như bên cơ sở HTK :))).,0,0
thức ăn chất lượng Bánh mì ổn nhưng ko giòn lắm.,1,1
thức ăn chất lượng Lớp vỏ phía trên quá ngon và nhân chocolate cực ngon.,2,2
thức ăn loại Lớp vỏ phía trên quá ngon và nhân chocolate cực ngon.,2,2
"thức ăn chất lượng Chẳng phải hàng chợ gì đâu nhớ, đầy đặt ngon ghê gứm.",2,2
phục vụ tổng quát Phục vụ của quán cũng thân thiện và vui vẻ.,2,2
"nhà hàng giá tiền Nói chung thì nhiều người hay thấy Morico mắc nhưng mình thấy xứng đáng với chất lượng,,,< 3.",0,0
"nhà hàng tổng quát Nói chung thì nhiều người hay thấy Morico mắc nhưng mình thấy xứng đáng với chất lượng,,,< 3.",2,2
"thức ăn loại 1 phần cơm khá ít, chắc k đc 1 chén đâu, miếng dưa leo, miếng cà chua và 1 miếng Palad.",0,0
đồ uống loại Thêm nữa là sao ở đây làm kiểu gì kỳ ghê sao lại pha với đường để làm ngọt.,0,0
thức ăn chất lượng Về phần chất lượng thì mình ko nói nhìu vì gặp phải sự khó chịu nói trên thì thức ăn có ngon cách mấy cũng thành dở.,1,1
thức ăn loại Salad bỏ trong cái chén ăn dc luôn.,2,2
phục vụ tổng quát Hôm bữa mình order xong rồi đứng đợi mấy anh chị này sắp xếp đổ bột gì đấy vào một cái li để đóng nắp lại xong để cất đi chắc cũng phải 15 '(.,0,1
"nhà hàng tổng quát - 2 xuấy bún cá chấm:ôi để được ăn món này thì phải đổ bao mồ hôi công sức xếp hàng dài cả tiếng mới có được, nhưng ăn kiểu bõ công bõ sức.",1,1
"thức ăn chất lượng Trời đất ơi, cơm vừa khô vừa cứng, nhai muốn rụng ăn luôn ấy.",0,0
"phục vụ tổng quát Nhân viên thân thiện, dễ thương.",2,2
"phục vụ tổng quát Lúc thanh toán, bạn nv nam( gầy, cao, mắt một mí, có râu) CỐ TÌNH tính thêm tiền so với thực tế vài chục nghìn, cái này phải khẳng định là cố tình, bị khách phát hiện còn tỏ thái độ.",0,0
"đồ uống chất lượng - Trà xanh đá xay thì lớp kem ở trên ngon, phần còn lại thì mình ko thích lắm.",1,1
vị trí tổng quát cực thích circle K nè vì trung tâm gân hồ gươm mà.,2,2
thức ăn chất lượng Salad hoa quả cũng làm mình bất ngờ vì độ ngon.,2,2
thức ăn chất lượng Đồ ăn ở đây rất là tưới và vừa giá tiền để có thể một lần trong tuần dẫn vợ con đến đây ăn.,2,2
thức ăn giá tiền Đồ ăn ở đây rất là tưới và vừa giá tiền để có thể một lần trong tuần dẫn vợ con đến đây ăn.,2,2
"thức ăn chất lượng Bò ở đây ướp rất thấm luôn nha, k hề lấy từ tủ đông lạnh ra đâu, bò mềm, do thấm sốt nên hơi mặn xíu, khỏi chấm cũng ngon luôn.",2,2
"thức ăn loại Phần này có thịt hình như xíu mại, xúc xích, tàu hủ, bánh gạo cắt lát, mì.",1,1
"đồ uống loại Mình thì chỉ hay uống trà đào, trà olong và matcha thôi.",1,1
"thức ăn chất lượng Hình như nhiệt độ không chuẩn lắm gọi medium rare nhưng bên trong hơi sống quá, nhiều máu mà có 1 lớp mỡ và gân rất dai, khó nhai.",0,0
"không gian tổng quát Không gian quán sang trọng, lãng mạn, phục vụ cũng cực kì lịch sự và nhiệt tình.",2,2
"phục vụ tổng quát Không gian quán sang trọng, lãng mạn, phục vụ cũng cực kì lịch sự và nhiệt tình.",2,2
phục vụ tổng quát xài voucher nhưng vẫn đối xử rất lịch thiệp.,2,2
"nhà hàng giá tiền Giá cả: Rẻ, hợp lý.",2,2
"nhà hàng tổng quát Quán buổi tối đông, có điều hầm bí quá trời.",1,2
"không gian tổng quát Quán buổi tối đông, có điều hầm bí quá trời.",0,0
đồ uống chất lượng ✨ Chất lượng:đồ uống của highland ko quá đặc sắc nhưng lúc nào cũng đạt ổn và giá cả hợp lí nên là mình vẫn rất ưa chuộng khi mà ko tìm đc quán nào quá xuất sắc.,2,2
đồ uống giá tiền ✨ Chất lượng:đồ uống của highland ko quá đặc sắc nhưng lúc nào cũng đạt ổn và giá cả hợp lí nên là mình vẫn rất ưa chuộng khi mà ko tìm đc quán nào quá xuất sắc.,2,2
"thức ăn giá tiền Hình như giá 130k 1 phần, vậy là khá rẻ so với lượng thức ăn.",2,2
"phục vụ tổng quát Có cái chỗ này gọi bánh mì thêm lần 2 lúc nào cũng lâu, cứ ừ rồi quên gọi muốn khùng luôn :)).",0,0
đồ uống giá tiền Mua thêm 7k topping trân châu trắng thì ăn mãi không hết luôn 😄.,1,2
đồ uống loại Mua thêm 7k topping trân châu trắng thì ăn mãi không hết luôn 😄.,2,2
"không gian tổng quát NHà hàng rất rộng, không gian đẹp, món ăn phong phú, bày biện nhìn rất ngon mắt.",2,2
"thức ăn loại NHà hàng rất rộng, không gian đẹp, món ăn phong phú, bày biện nhìn rất ngon mắt.",2,2
thức ăn chất lượng Sốt BBQ rất dễ ăn.,2,2
đồ uống chất lượng Đồ uống ngon thích nhất mấy loại nước có milk foam 👍👍👍.,2,2
"thức ăn loại Deliverynow giao nhanh lắm, hộp há cảo đầy đủ và nhiều, cục nào cục nấy to và nhân nhiều thịt lắm, nước tương chấm sệt sệt mặn ngọt và cay cay ăn vừa miệng, giá cả cũng rẻ lắm có dịp sẽ đặt về ăn nữa.",2,2
"thức ăn giá tiền Deliverynow giao nhanh lắm, hộp há cảo đầy đủ và nhiều, cục nào cục nấy to và nhân nhiều thịt lắm, nước tương chấm sệt sệt mặn ngọt và cay cay ăn vừa miệng, giá cả cũng rẻ lắm có dịp sẽ đặt về ăn nữa.",2,2
"thức ăn chất lượng Deliverynow giao nhanh lắm, hộp há cảo đầy đủ và nhiều, cục nào cục nấy to và nhân nhiều thịt lắm, nước tương chấm sệt sệt mặn ngọt và cay cay ăn vừa miệng, giá cả cũng rẻ lắm có dịp sẽ đặt về ăn nữa.",2,2
"phục vụ tổng quát Deliverynow giao nhanh lắm, hộp há cảo đầy đủ và nhiều, cục nào cục nấy to và nhân nhiều thịt lắm, nước tương chấm sệt sệt mặn ngọt và cay cay ăn vừa miệng, giá cả cũng rẻ lắm có dịp sẽ đặt về ăn nữa.",2,2
"thức ăn loại À món tráng miệng món nào cũng ngon, thích kem matcha lắm luôn:D.",1,1
"thức ăn chất lượng À món tráng miệng món nào cũng ngon, thích kem matcha lắm luôn:D.",2,2
"phục vụ tổng quát Khi order rất ân cần, nhiệt tình tư vấn 😄.",2,2
nhà hàng tổng quát Chấm 4 sao nha.,2,2
"thức ăn loại Cửa hàng chuyên nhận đặt giò chả, pate hải phòng, bánh mỳ que hải phòng, bánh mì thập cẩm.",1,2
"nhà hàng tổng quát Cửa hàng chuyên nhận đặt giò chả, pate hải phòng, bánh mỳ que hải phòng, bánh mì thập cẩm.",2,2
thức ăn chất lượng * * CHẤT LƯỢNG:tuy ăn lâu rồi nhưng vẫn rất ấn tượng do đồ ăn ở đây ngon quá ^ ^.,2,2
nhà hàng giá tiền Giá cả chia ra khoảng 200 k / người.,1,1
"thức ăn chất lượng Sốt kem nấm ngon, hợp với thịt.",2,2
"thức ăn loại Sốt kem nấm ngon, hợp với thịt.",2,2
thức ăn chất lượng Chọn Hội An vì nghe có nhiều người bảo Cao Lầu tại đây rất ngon !,2,2
"thức ăn loại Kem thì ngon, nhưng hai cái miếng bánh kẹp hai bên thì hơi ngọt quá nên mình chỉ ăn phần kem bên trong thôi.",1,1
"thức ăn chất lượng Kem thì ngon, nhưng hai cái miếng bánh kẹp hai bên thì hơi ngọt quá nên mình chỉ ăn phần kem bên trong thôi.",1,2
thức ăn chất lượng Ngon vì nước sốt đậm đà hơn những chỗ mình từng ăn:D.,2,2
"thức ăn chất lượng Haagen Dazs kem siêu cao cấp, chất lượng siêu ngon, không gian quán cực sang trọng.",2,2
"không gian tổng quát Haagen Dazs kem siêu cao cấp, chất lượng siêu ngon, không gian quán cực sang trọng.",2,2
phục vụ tổng quát Phục vụ nhiệt tình tư vấn khá dthg nhưng mà bảo vệ kì cục quá.,1,2
"thức ăn giá tiền 2 cái vừa, 1 nước 1 salat( salat thì rau bị dập đen và cà chua thì héo) hết 258k á.",1,1
"thức ăn chất lượng 2 cái vừa, 1 nước 1 salat( salat thì rau bị dập đen và cà chua thì héo) hết 258k á.",0,0
nhà hàng giá tiền Tổng chi 107k.,1,1
nhà hàng tổng quát Tôi cũng là 1 khách hang thân thiết và thường niên của NH Làng Việt.,2,1
thức ăn chất lượng Đến đây mà ko thử thưởng thức bề bề thì quả là rất phí.,2,0
"nhà hàng tổng quát Rất thích hợp cho những buổi liên hoan, họp lớp.",2,2
thức ăn chất lượng Mà ai ngọt quá thì ăn kèm dâu đó siêu ngon luôn.,2,2
"thức ăn loại Với mấy món ăn nhẹ như khoai tây nghiền, súp bí đỏ, nấm và măng tây.",1,1
không gian tổng quát Thiết kế tuy đơn giản mà chụp hìh lên đẹp lắm.,2,2
thức ăn loại Rồi món dessert gì có bánh flan với thạch nữa.,1,1
không gian tổng quát Cực kì thất vọng về không gian và món ăn.,0,0
thức ăn chất lượng Cực kì thất vọng về không gian và món ăn.,0,0
"thức ăn chất lượng Nước dùng thanh, ngon nhưng hơi chua quá so với mình, lúc nào cũng phải thêm chút nước mắm hoặc gia vị nữa thì chuẩn.",2,2
"phục vụ tổng quát - Nhân viên phục vụ:trong quán rất là nhiều nhân viên để phục vụ nên không lo, bị lơ.",2,2
đồ uống chất lượng Trà sữa ô long ở đây phải nói là pha ngon nhất trong các chi nhánh.,2,2
thức ăn chất lượng ❤ Ôi nói chung là hàng này bánh trái chất lương lắmmm.,2,2
phục vụ tổng quát Luôn tươi cười và rất chu đáo nhiệt tình với khách hàng.,2,2
"nhà hàng giá tiền Giá cả nhìn chung là hơi cao, nhưng nằm ở quận 1 như thế này thì chấp nhận được.",0,0
"vị trí tổng quát Giá cả nhìn chung là hơi cao, nhưng nằm ở quận 1 như thế này thì chấp nhận được.",1,1
"vị trí tổng quát Quán nằm trong khách sạn Blue Diamond nên không khó tìm, gửi xe dưới tầng hầm khách sạn.",2,2
"nhà hàng điều khoản khác Quán nằm trong khách sạn Blue Diamond nên không khó tìm, gửi xe dưới tầng hầm khách sạn.",1,2
"phục vụ tổng quát Gọi đưa menu, thì đưa xong là đứng ngay đó chờ.",0,2
không gian tổng quát Không gian rộng rãi wifi cực mạnh :)).,2,2
nhà hàng điều khoản khác Không gian rộng rãi wifi cực mạnh :)).,2,2
nhà hàng tổng quát Hình như cửa hàng bên này chất lượng ko bằng bên Lý Chính Thắng với Lê Quý Đôn.,1,1
"nhà hàng tổng quát Nhìn chung là lần đầu mình ăn buffet bình dân nên thấy hơi ko hài lòng lắm, chứ khách quan mà nói thì mọi thứ vẫn khá ổn :).",1,1
"không gian tổng quát Quán rộng rãi, nhân viên nhiệt tình, các món ăn phong phú và ngon, giá cả hợp lý.",2,2
"phục vụ tổng quát Quán rộng rãi, nhân viên nhiệt tình, các món ăn phong phú và ngon, giá cả hợp lý.",2,2
"thức ăn loại Quán rộng rãi, nhân viên nhiệt tình, các món ăn phong phú và ngon, giá cả hợp lý.",2,2
"thức ăn chất lượng Quán rộng rãi, nhân viên nhiệt tình, các món ăn phong phú và ngon, giá cả hợp lý.",2,2
"nhà hàng giá tiền Quán rộng rãi, nhân viên nhiệt tình, các món ăn phong phú và ngon, giá cả hợp lý.",2,2
nhà hàng tổng quát Nhưng bù lại chất lượng khỏi bàn ạ.,2,2
đồ uống chất lượng Nước thơm và vị khá là ngon.,2,2
thức ăn chất lượng Tiếp đến là gà rim mắm với khoai tây chiên ăn tạm được.,1,1
thức ăn loại Tiếp đến là gà rim mắm với khoai tây chiên ăn tạm được.,1,1
"thức ăn chất lượng Cũng chẳng có gì để kể lể hay review cả, cạn kiệt từ ngữ và con chữ lắm rùi, thui mình lại ăn kem tiếp đây, kem ngon là phải ăn ngay và luôn ko thì chảy hết mất ngon.",2,2
"đồ uống chất lượng Trà đào ngon, miếng đào tươi.",2,2
"phục vụ tổng quát Nhưng nhân viên phục vụ cũng nhanh nhẹn lắm, từ order đến lên món.",2,2
"nhà hàng tổng quát Đen đá lúc tụi mình đến cũng cỡ 9h hơn mà vẫn còn đông lắm, mà có khoảng sân khá rộng và mát phía trước nên cũng đỡ.",2,1
"không gian tổng quát Đen đá lúc tụi mình đến cũng cỡ 9h hơn mà vẫn còn đông lắm, mà có khoảng sân khá rộng và mát phía trước nên cũng đỡ.",2,2
"vị trí tổng quát Nằm ngay trên vỉa hè Hàng Lược, đây là món ăn vặt đáng thử cho bất cứ ai đang trên đường vào khám phá phố cổ.",2,1
phục vụ tổng quát Nhà hàng phục vụ rất nhiệt tình và chuyên nghiệp.,2,2
thức ăn chất lượng Mỳ trộn ở shop & go là best của best luôn :)).,2,2
"nhà hàng tổng quát Quán bán từ sáng khoảng đến gần trưa là hết, khách nườm nượp.",2,0
thức ăn giá tiền Giá cả:bánh mì thì rẻ chỉ tầm 19k 1 cái.,2,2
nhà hàng tổng quát Nhìn chung cũng không có gì nổi bật.,1,1
"phục vụ tổng quát Shop là nhà riêng, tới mua gọi trc, chị chủ nhẹ nhàng, lịch sự.",2,2
đồ uống chất lượng Mình nói thật là trà sữa ở Gongcha rất ngon giá cả cũng kh đắt lắm 👍.,2,2
đồ uống giá tiền Mình nói thật là trà sữa ở Gongcha rất ngon giá cả cũng kh đắt lắm 👍.,2,1
"thức ăn chất lượng Mì thì rất ngon, nhưng còn lại thì mình phải bỏ hết.",2,2
"thức ăn giá tiền Giá từ 60k,120 k nhưng xứng đáng về chất lượng và trọng lượng.",1,1
"thức ăn chất lượng Giá từ 60k,120 k nhưng xứng đáng về chất lượng và trọng lượng.",0,2
"thức ăn loại Giá từ 60k,120 k nhưng xứng đáng về chất lượng và trọng lượng.",0,2
thức ăn loại Mình vs bạn cùng kêu 2 mì kim chi bò.,1,1
"vị trí tổng quát Vì mặt tiền của quán bị khuất sau 2 cây cao và rậm, ban ngày lại không bật đèn nên rất khó nhìn.",0,0
"nhà hàng tổng quát Đông quá nên thôi đành mua mang đi, chờ hơi lâu.",2,0
"phục vụ tổng quát Đông quá nên thôi đành mua mang đi, chờ hơi lâu.",0,0
vị trí tổng quát Đường sắt là thấy bên trái,1,1
"phục vụ tổng quát Phục vụ ân cần nhưng họ khá đơn thuần, bạn yêu cầu gì thì có đúng cái đó.",2,2
"nhà hàng tổng quát Đến quán được 2 lần, rất thích quán Topping Beef này !",2,2
"thức ăn loại Có đậu phộng, bắp cải trắng, rau chuối.",1,1
không gian tổng quát Gần đây quán mới mở rộng ra sang bên kia nên ngồi rộng rãi dễ chịu lắm.,2,2
"phục vụ tổng quát Nhân viên phục vụ trẻ trung nhiệt tình, thái độ phục vụ vừa ý nhất.",2,2
nhà hàng tổng quát Thật thất vọng quá luôn.,0,0
không gian tổng quát Không gian đẹp phù hợp cho các buổi trà chiều với bạn bè.,2,2
nhà hàng tổng quát Còn lại cực cực ngon nhaaa.,2,2
phục vụ tổng quát Còn bị buồn hơn vì phục vụ...(❌),0,0
nhà hàng điều khoản khác Thứ 3 hàng tuần hay đặt vì có mã khuyến mãi CHEWYJUNIOR30 giảm 30 %.,2,2
"phục vụ tổng quát Quán view đẹp, nhân viên thân thiện, chị chủ thì tư vấn tâm lý lắm mà giọng nhỏ nhẹ dễ thương cực ý ^ ^.",2,2
"không gian tổng quát Quán view đẹp, nhân viên thân thiện, chị chủ thì tư vấn tâm lý lắm mà giọng nhỏ nhẹ dễ thương cực ý ^ ^.",2,2
"vị trí tổng quát Vị trí nằm trong khu chợ gần phố phường mai, phía dưới khu tập thể, nếu đi theo đia chỉ ở đây thì cũng rất dễ đi và dễ tìm, không quá khó !",2,2
"phục vụ tổng quát Với tác phong tốt, luôn chú ý đến thực khách.",2,2
phục vụ tổng quát Nhân viên thì siêu dễ thương luôn.,2,2
thức ăn loại - Nicoise salad:well nhìn nó ko đẹp và ăn cũng ko hêv ngon :).,0,0
thức ăn chất lượng - Nicoise salad:well nhìn nó ko đẹp và ăn cũng ko hêv ngon :).,0,0
thức ăn chất lượng - Mìnb là fan ruột Bami mình thích bánh mì trứng pate nhất vì n mềm dễ ăn hơn gà và hội an.,2,2
nhà hàng tổng quát - Mìnb là fan ruột Bami mình thích bánh mì trứng pate nhất vì n mềm dễ ăn hơn gà và hội an.,2,2
thức ăn chất lượng Ngon ới là ngon sốt cajun tôm hùm đất giá phải chăng và ăn đứt luôn the crab shark.,2,2
thức ăn giá tiền Ngon ới là ngon sốt cajun tôm hùm đất giá phải chăng và ăn đứt luôn the crab shark.,2,0
"nhà hàng điều khoản khác Đã thế, chén dĩa tại, thìa, muỗng không đi kèm từng nơi để đồ ăn mà để chung 1 nơi khuất lại không có đầy đủ.",0,0
"thức ăn chất lượng Mỳ ya ko có j đặc sắc lắm, salda cá ngừ ngon ne.",1,2
"thức ăn loại Mỳ ya ko có j đặc sắc lắm, salda cá ngừ ngon ne.",1,1
"phục vụ tổng quát 2 nhân viên ra tiếp với thái độ khinh khỉnh, ko chuyên nghiệp.",0,0
thức ăn giá tiền Bánh ở đây mà có chê thì chê nó khá đắt vì mình k đủ tiền mua 😂.,0,0
đồ uống chất lượng CẢm nhận đầu tiên khi uống là ngon trân châu trắng dòn dòn nhai rất thích.,2,2
phục vụ tổng quát Đợi khoảng 10p là lên món ngay.,2,2
"nhà hàng tổng quát Chắc chắn sẽ quay lại vì đồ uống ngon mà, mình là tín đồ của xoài, hihi.",2,2
"đồ uống chất lượng Chắc chắn sẽ quay lại vì đồ uống ngon mà, mình là tín đồ của xoài, hihi.",2,2
nhà hàng tổng quát Nhưng nếu nói về thích thì vẫn thấy ở coca suki ăn ngon hơn.,1,2
"nhà hàng điều khoản khác Chi nhánh này có cái gửi xe hơi bất tiện, lúc vô để chìa khoá cho bảo vệ không có vé xe nên hơi sợ.",0,0
thức ăn chất lượng Nhưng quán này ăn thật sự rất ngon.,2,2
thức ăn chất lượng Nên gọi đế mỏng để cảm nhận được vị giòn rụm của bánh.,2,2
nhà hàng tổng quát Tất cả làm mình thực sự được thoải mái và thư giãn.,2,2
nhà hàng tổng quát Hồi đó quán là lề đường chứ không có ngồi trong nhà đâu nhưng điểm chung hồi xưa và bây giờ là quán vẫn đông như thường.,2,1
"vị trí tổng quát Nói chung ở đây tìm chỗ ngồi hơi khó chỉ dẫn, gần như phải ra đón.",0,0
"đồ uống chất lượng Ảnh nói ảnh ít uống trà ngoài quán, đa số ảnh uống cafe nhưng nghe mình nói vô đây là phải uống trà nên ảnh gọi trà đào và ảnh nói rất ngon, đậm vị.",2,2
"nhà hàng giá tiền Hai vợ chồng ăn no hết có 82k, nhất định sẽ quay lại.",2,1
"thức ăn chất lượng Salad khá ngon, nhiều rau nhiều tôm và tôm cũng khá tươi, trộn vị vừa ăn chứ không phải chỉ cho giấm vô cho xong hoặc nêm lạt nhách.",2,2
"thức ăn loại Salad khá ngon, nhiều rau nhiều tôm và tôm cũng khá tươi, trộn vị vừa ăn chứ không phải chỉ cho giấm vô cho xong hoặc nêm lạt nhách.",2,2
phục vụ tổng quát Đôi khi khách còn phải tự lấy bàn.,1,0
phục vụ tổng quát + Chủ quán dễ thương.,2,2
không gian tổng quát Không biết tại quán cố tình bày trí không gian như vậy hay sao nữa.,1,1
"không gian tổng quát Quán có mặt tiền rộng rãi, không gian cũng thoáng mát, sạch sẽ.",2,2
nhà hàng tổng quát Nói chung là hai lòng về chất lượng.,2,2
"phục vụ tổng quát Nhân viên có xưng tên mà mình quên mất rồi, anh đấy phục vụ cũng nhiệt tình và ngoan ngoãn lễ phép với mẹ mình.",2,2
thức ăn chất lượng Còn món cá ngừ có vẻ không hợp khẩu vị mình.,0,0
phục vụ tổng quát Nản kinh khủng và rôi mơi biết chưa có cá nơi bàn thì chưa có bún vì lấy cá xong trả tiền rôi mơi có bún dc =)))).,0,0
"thức ăn loại Thức ăn:ngồi chờ mòn mỏi được vài dĩa bò, không có tôm, chỉ toàn rau và rau.",0,0
"phục vụ tổng quát Thức ăn:ngồi chờ mòn mỏi được vài dĩa bò, không có tôm, chỉ toàn rau và rau.",0,0
thức ăn loại Lần đầu đi ăn buffet mà không có gì để ăn như thế.,0,0
đồ uống loại Vào tháng 3 vừa qua Cheese Coffee đã cho ra mắt 2 món nước mới là Flower Bomb( đá xay) và Flower Ice( đá viên).,2,1
"đồ uống chất lượng Đào giòn, trà dâu dùng mứt dâu nên dâu ngọt quá, không có vị dâu tự nhiên, tiếc chỗ đó.",1,2
"đồ uống loại Đào giòn, trà dâu dùng mứt dâu nên dâu ngọt quá, không có vị dâu tự nhiên, tiếc chỗ đó.",1,1
thức ăn chất lượng Khoai nêm gia vị mằn mặn đậm đà cực kì thích.,2,2
"thức ăn chất lượng Bánh Thái toast ở đây phải nói là đỉnh của đỉnh, lần nào qua cũng nhất định kiu 1 phần:3.",2,2
thức ăn chất lượng CHỉ có điều không có món nào ngon nổi bật.,1,0
phục vụ tổng quát Được cái view đẹp và nhân viên chuyên nghiệp.,2,2
không gian tổng quát Được cái view đẹp và nhân viên chuyên nghiệp.,2,2
"nhà hàng tổng quát Hủ tíu nam vang trên Cao Thắng, thấy quán này cũng đông đúc ghê.",1,1
phục vụ tổng quát Nhân viên không hăng hái lắm.,1,1
"nhà hàng tổng quát Về chất lượng thì mình thấy cũng được vì so với giá vậy thì chất lượng cũng chưa phải gôd, không thấy đặc sắc hơn bên ngoài lắm.",1,1
thức ăn giá tiền Mình mua loại đặc biệt 25k ăn no nê 💪🏻.,1,1
nhà hàng điều khoản khác Mình sử dụng app meete nên được khuyến mãi mua 1 tặng 1.,2,2
"không gian tổng quát Quán nho nhỏ bàn gỗ rất xinh, deco quán đẹp.",2,2
"thức ăn loại Đồ ăn ở đây làm nhiều và nêm nếm ngon, có dịp sẽ ăn tiếp 😁😁.",2,2
"thức ăn chất lượng Đồ ăn ở đây làm nhiều và nêm nếm ngon, có dịp sẽ ăn tiếp 😁😁.",2,2
vị trí tổng quát Tuy nhiên chỗ này toàn đường 1 chiều và có chốt công an nên các bạn lưu ý đi lại cẩn thận.,0,1
thức ăn chất lượng Đến đây chỉ kết món lẩu bò mỹ kim chi !,2,0
"thức ăn loại Do mình ăn ít nên thấy định lượng vừa đủ, các bạn nào ăn nhiều chắc có lẽ hơi ít.",0,0
"nhà hàng tổng quát Hồi xưa thích chi nhánh ở HV lắm, giờ chắc qua đây luôn ❤️❤️.",2,2
thức ăn chất lượng Đồ ăn ướp có hơi nhạt.,0,1
"thức ăn loại Có kèm nghêu và bắp nữa nè, kêu bánh mì ăn chung là no luôn nha.",2,2
đồ uống chất lượng Nước uống thì mình thấy không đậm mùi cà phê cho lắm so với loại mocha như vậy.,1,1
"đồ uống giá tiền Thấy Trà xanh Gong Cha hơn 10k lượt đặt nên mình gọi theo, 50 % ngọt và 70 % đá, phân vân 2 loại hạt là thạch Ai, Yu và trân châu trắng nên mình chọn combo 2 loại hạt luôn, thêm có 15k nếu mình nhớ không lầm.",1,0
"đồ uống loại Thấy Trà xanh Gong Cha hơn 10k lượt đặt nên mình gọi theo, 50 % ngọt và 70 % đá, phân vân 2 loại hạt là thạch Ai, Yu và trân châu trắng nên mình chọn combo 2 loại hạt luôn, thêm có 15k nếu mình nhớ không lầm.",1,1
