text,polarity
"Mình thích mỗi món gà rán sốt đậu phần mà mỗi lần tới là bắt chờ, nhân viên phục vụ mặt nhăn nhó, kiểu như cười thì chết hay sao ấy. phục vụ tổng quát",0
Quán có menu nước khá phog phú. đồ uống loại,2
Trân châu giá không cao mà lại được nhiều nữa. đồ uống giá tiền,2
Trân châu giá không cao mà lại được nhiều nữa. đồ uống loại,2
Cảm thấy cheese đặc và ổn hơn của Royal Tea. đồ uống chất lượng,2
Toast bánh sữa thái ăn lạ lạ mà chế sữa zô thì bánh mêm quá ăn k còn giòn với ngon nữa. thức ăn chất lượng,1
"❤ 1 cái là 60k, giá rổ tương đương các cửa tiệm bánh ngọt khác. thức ăn giá tiền",1
"Mấy loại bánh trong đó có mochi sầu riêng, pancake sầu riêng và 1 moon cake. thức ăn loại",1
Bánh hơi một chút ngọt so với khẩu vị của mình bù lại ruột bánh đầy đặn hơn các hàng khác mình từng ăn. thức ăn loại,2
Bánh hơi một chút ngọt so với khẩu vị của mình bù lại ruột bánh đầy đặn hơn các hàng khác mình từng ăn. thức ăn chất lượng,1
"Quán gần nhà, hồi xưa là Thiên Bảo, sau đổi thành Kiều Bảo rồi. vị trí tổng quát",1
"Trung bình trà bánh khoảng 200 k / người, cũng chát nhưng mà thỉnh thoảng thì vẫn đáng. nhà hàng giá tiền",0
"Đồ ăn đưa ra mà choáng, thịt vịt ngập mặt luôn, 2 đứa nhìn nhau ko sợ mắc. thức ăn loại",2
Giá cao so với 1 phần ăn rất ít. thức ăn loại,0
"Những đường xiên bằng sữa được viền xung quanh chạy dọc từ đầu ly sang đến đáy ly, ôm trọn phần chocolate đã khiến mình tự hỏi Wow sao mà hay thế nhỉ ? đồ uống loại",2
"Quá hiểu tại sao quán lúc nào cũng đông nghịt, chen chúc nhau. nhà hàng tổng quát",2
"Gỏi bò làm chua ngọt vừa miệng, bò mềm dắt tí mỡ ngon. thức ăn chất lượng",2
"Gỏi bò làm chua ngọt vừa miệng, bò mềm dắt tí mỡ ngon. thức ăn loại",2
Nhưng bánh canh vẫn hương vị cũ không có gì đổi khác 💓💓. thức ăn chất lượng,1
"Wifi bị giới hạn theo giờ nên khá là bực bội, ngồi lâu chút là out wifi ngay. nhà hàng điều khoản khác",0
Tuy nhiên thì không khi nào mình ăn hết hộp vì nước sốt mùi nấm hay gì đó. thức ăn chất lượng,1
+ + + Qua bao nhiêu luồng sóng ném đá Goky thì hôm nay trải nghiệm của mình lại rất tốt trừ cái trà nhài kia thì mình thấy rất tuyệt. nhà hàng tổng quát,2
Mình ăn thì thấy có nhiều nhân để nhai hơn. thức ăn loại,2
Không gian thì hơi nhỏ nhưng mà ấm cúng. không gian tổng quát,2
Gọi 4 món nước thì cũng 2 nước hết dù gọi từ 12h30 đến 1h mới báo hết. đồ uống loại,0
Gọi 4 món nước thì cũng 2 nước hết dù gọi từ 12h30 đến 1h mới báo hết. phục vụ tổng quát,0
"Trà sữa phúc long uống rất quen, mình không nhớ là trà gì. nhà hàng tổng quát",2
"Đồ ăn phong phú, tươi sống, ngon. thức ăn loại",2
"Đồ ăn phong phú, tươi sống, ngon. thức ăn chất lượng",2
"Đi Đen Đá cũng nhiều lần, cá nhân mình thích chi nhánh này nhất, có lẽ nó là quán Đen Đá đầu tiên nên ấn tượng về Đen Đá phần nhiều cũng nhờ nó:D. nhà hàng tổng quát",2
Rất thích trà sữa ở Toco. đồ uống chất lượng,2
Thịt bò cuộn lá ăn tái cũng hay và lạ miệng phết. thức ăn loại,2
"Còn thạch gì á, mềm giống sương sa, co vị hơi chua, giống thạch chanh dây ghê. đồ uống chất lượng",0
"Còn thạch gì á, mềm giống sương sa, co vị hơi chua, giống thạch chanh dây ghê. đồ uống loại",1
Quán đã dời lên lầu L3 chứ ko còn ở dưới B3 nữa nha. không gian tổng quát,1
"Lúc mới mở là quán chưa bán bánh bao đâu, sau một năm hoạt động thì quán mới bán bánh bao ^ ^. nhà hàng tổng quát",1
Gà hơi mềm k dc giòn nhưng canh thì ngon. thức ăn chất lượng,1
Gà hơi mềm k dc giòn nhưng canh thì ngon. thức ăn loại,1
"Hào thì không tươi con nhỏ không châm thêm nên đi trễ một chút là chỉ còn vỏ, ghẹ thì nhỏ mỗi người 1 con quầy phục vụ các món nướng thì quá tải đứng đợi rất lâu và đặc biệt là không còn ly cho khách uống nước mình đợi hoài mà không có ly nên phải dùng chung với bà xả. thức ăn loại",0
"Hào thì không tươi con nhỏ không châm thêm nên đi trễ một chút là chỉ còn vỏ, ghẹ thì nhỏ mỗi người 1 con quầy phục vụ các món nướng thì quá tải đứng đợi rất lâu và đặc biệt là không còn ly cho khách uống nước mình đợi hoài mà không có ly nên phải dùng chung với bà xả. phục vụ tổng quát",0
"Quán có 3 tầng, tầng 2 có một gian nho nhỏ bày bán các món souvenir local vietnam, làm cho quán có không khí boutique coffee shop rất là Á Đông. không gian tổng quát",2
"- Không gian:đơn giản, tông màu lạnh nhưng rất là chất, bị cái bật máy lạnh hơi lạnh mà còn có quạt nên lạnh run :(. không gian tổng quát",1
"- Không gian:đơn giản, tông màu lạnh nhưng rất là chất, bị cái bật máy lạnh hơi lạnh mà còn có quạt nên lạnh run :(. nhà hàng điều khoản khác",0
Ngoài chuyện nhân viên lúc đầu hơi bực mình thì lúc sau rất được nha. phục vụ tổng quát,1
"Ly của mình là trà đen có thêm milkfoam, 70 đường vs 50 đá. đồ uống loại",1
"Không phải vì mắc tiền mà là uống trà sữa thơm, nhai trân châu dai dai, uống là thấy đẳng cấp khác ngay. đồ uống chất lượng",2
"Không phải vì mắc tiền mà là uống trà sữa thơm, nhai trân châu dai dai, uống là thấy đẳng cấp khác ngay. đồ uống loại",1
Bên trong ngồi khá thoáng mát. không gian tổng quát,2
"- Breka có nấm, dăm bông, pho mai và 1 quả trứng. thức ăn loại",1
Không gian quán cũ cũ thích hợp để sống ảo. không gian tổng quát,2
Chất lượng phục vụ:dễ thương và rất lễ phép ! phục vụ tổng quát,2
"- Vị trí hơi khó tìm thiệt, đến quán 3 lần mà đi này vẵn quên đường vì toàn là bông hoa. vị trí tổng quát",0
Quản lý rất hiền và nhiệt tình. phục vụ tổng quát,2
"Như lần đầu mình uống, Gong Cha vẫn luôn giữ được chât lượng tốt. nhà hàng tổng quát",2
P / S:Quán có anh nhân viên mập mập rất nhiệt tình. phục vụ tổng quát,2
"Do đi tối đông nên trước quán k còn chỗ gửi xe phải gửi ở hẻm kế bên, hình như là 5k. nhà hàng điều khoản khác",0
Ăn 1 bát bún mất hơn 2 tiếng đồng hồ giữa trời trưa nắng. phục vụ tổng quát,0
"Nhân viên thân thiện, giá thì bất ngờ là sao rẻ như vỉa hè mà ngồi ăn đàng hoàng đến thế :). phục vụ tổng quát",2
"Nhân viên thân thiện, giá thì bất ngờ là sao rẻ như vỉa hè mà ngồi ăn đàng hoàng đến thế :). nhà hàng giá tiền",2
"Quán quen mình hay ăn, buổi trưa khách đông nên phải đợi hơi lâu. nhà hàng tổng quát",2
"Quán quen mình hay ăn, buổi trưa khách đông nên phải đợi hơi lâu. phục vụ tổng quát",0
"À thêm nữa là bạn chủ nch dễ thương, nhẹ nhàng, thoải mái nhé ! phục vụ tổng quát",2
"Về đồ ăn chuẩn vị Sài Gòn mình được thử món nộm ngũ sắc, gỏi cá nướng, lẩu cá lăng. thức ăn loại",1
Khá ấn tượng món ốc om chuối. thức ăn loại,2
"Nhân viên nhận order của khách nói chuyện cộc lốc, đơn hàng dưới 100k không được thanh toán bằng thẻ, đơn hàng của mình là 77k( trong khi cửa hàng Bách Hoá Xanh khách hàng thanh toán 5k mà vẫn chấp nhận thẻ). nhà hàng điều khoản khác",0
"Nhân viên nhận order của khách nói chuyện cộc lốc, đơn hàng dưới 100k không được thanh toán bằng thẻ, đơn hàng của mình là 77k( trong khi cửa hàng Bách Hoá Xanh khách hàng thanh toán 5k mà vẫn chấp nhận thẻ). phục vụ tổng quát",0
"Nhân viên nhận order của khách nói chuyện cộc lốc, đơn hàng dưới 100k không được thanh toán bằng thẻ, đơn hàng của mình là 77k( trong khi cửa hàng Bách Hoá Xanh khách hàng thanh toán 5k mà vẫn chấp nhận thẻ). nhà hàng giá tiền",1
Nói chung là đắt mà phục vụ rất chán. phục vụ tổng quát,0
Nói chung là đắt mà phục vụ rất chán. nhà hàng giá tiền,0
Đến cái ấm trà ở đây cũng siêu xinh cơ. nhà hàng điều khoản khác,2
"Và trà oolong 319 món nổi bật của quán, lúc đầu mình gọi 25 đường nhưng bạn nv nói có hơi khó uống nên mình lên 50 đường, đối với người không thích ngọt như mình thì vừa vì 50 ở đây như là 25,30 ở các quán khác vậy á. đồ uống loại",2
"Và trà oolong 319 món nổi bật của quán, lúc đầu mình gọi 25 đường nhưng bạn nv nói có hơi khó uống nên mình lên 50 đường, đối với người không thích ngọt như mình thì vừa vì 50 ở đây như là 25,30 ở các quán khác vậy á. đồ uống chất lượng",2
Salad tươi và ngon. thức ăn chất lượng,2
Có không gian nhỏ nhỏ bên cạnh để học vs làm việc không sợ bị ồn. không gian tổng quát,2
Miếng nào miếng đấy được tẩm đẫm vị. thức ăn chất lượng,2
Đang chuẩn bị lên kế hoạch để tấn công quán này tiếp tục nè vì quá ngon. nhà hàng tổng quát,2
"3 ngày tiếp theo giảm 30 % luôn chơi lớn thiệt, anh em căn ngày đi uốmg nhé. nhà hàng điều khoản khác",2
"- không gian quán yên tĩnh, đơn giản, riêng tư, chỗ ngồi thoải mái 10 điểm đối với những người thích yên tĩnh trầm tính như mình. không gian tổng quát",2
Ngoài những món chiên xào bình thường thì phải kể đến bánh ngọt cứu vớt lại. thức ăn loại,2
"Mà giá chát quá nên không dám ghé nhiều chứ siêu thích cách làm bò ở đây luôn á,,,< 3. nhà hàng giá tiền",0
Nhưng đc cái thơm mùi lài vs béo sữa nên mình thấy khá hài hoà. đồ uống chất lượng,2
Vì trót mê bánh bếp nhà chị quá mà ngon gì đâu luôn đó. thức ăn chất lượng,2
Dộ ngọt với cách trang tria làm món rau câu nhue đọng lại tận sâu cuống họng mình. thức ăn chất lượng,2
Dộ ngọt với cách trang tria làm món rau câu nhue đọng lại tận sâu cuống họng mình. thức ăn loại,2
Cho dù có vị đắng của cafe nhưng không đủ át vị ngọt đậm :(. đồ uống chất lượng,0
Tuy nhiên đợt này ăn không có free nước đá nữa mà mất 10k 😅. đồ uống giá tiền,1
Nước uống làm khá nhanh. phục vụ tổng quát,2
"Bình thường mình hay ăn vị truyền thống, nay thay đổi vị phô mai 1 hộp bánh 149k. thức ăn giá tiền",1
"Bình thường mình hay ăn vị truyền thống, nay thay đổi vị phô mai 1 hộp bánh 149k. thức ăn loại",1
"Thức ăn ngon, view đẹp, nhân viên phục vụ rất tốt. thức ăn chất lượng",2
"Thức ăn ngon, view đẹp, nhân viên phục vụ rất tốt. không gian tổng quát",2
"Thức ăn ngon, view đẹp, nhân viên phục vụ rất tốt. phục vụ tổng quát",2
Và nếu có hỏi nơi nào bạn đã từng ăn bún bò mà ấn tượng nhất chắc có lẽ là nhà hàng món huế ! nhà hàng tổng quát,2
"Nhiều lúc nvien chạy đi chạy lại hơi chậm nhưng quán quá đông, vẫn chấp nhận được. phục vụ tổng quát",0
"Nhiều lúc nvien chạy đi chạy lại hơi chậm nhưng quán quá đông, vẫn chấp nhận được. nhà hàng tổng quát",2
"Tô to, tiếc là bên trong không có nhiều bún lắm. thức ăn loại",0
Món ăn nêm mặn. thức ăn chất lượng,0
"- nhân viên rất dễ thương, bé nhà mình nghịch lắm mà vẫn nở nụ cười chuyên nghiệp. phục vụ tổng quát",2
"Vị cà ri cay nồng nhưng không bị nóng do anh chủ quán bảo không phải nấu từ ớt, thấy cách anh chủ giới thiệu với khác là thấy ảnh rất tâm huyết với món ăn, hơi bị ấn tượng. thức ăn chất lượng",2
"Vị cà ri cay nồng nhưng không bị nóng do anh chủ quán bảo không phải nấu từ ớt, thấy cách anh chủ giới thiệu với khác là thấy ảnh rất tâm huyết với món ăn, hơi bị ấn tượng. phục vụ tổng quát",2
- Cao lầu:không thiên vị nếu nói rắng đây là quán có Cao lầu ngon nhất tại Sài Gòn. thức ăn chất lượng,2
Mình thích chai Coco này hơn Morning tại thích rau má từ nhỏ. đồ uống chất lượng,2
Lần đầu tiên vô quán này là bị tuột cảm xúc vì quán quá nóng và hầm. không gian tổng quát,0
"Thích, mình xem review mới thấy chị nhánh này đc nhất, phục vụ nhanh, có chỗ ngồi. phục vụ tổng quát",2
"Thích, mình xem review mới thấy chị nhánh này đc nhất, phục vụ nhanh, có chỗ ngồi. nhà hàng tổng quát",2
"Bánh trứng muối thì chà bông quá mặn, sốt rưới lên bánh thật sự không ngon, may mà ăn hai đứa mới ăn hết, không chắc cũng bỏ ngang. thức ăn chất lượng",0
"Mình thích nhất Trà sữa bạc hà, béo ngậy, thanh mát, cảm giác giống ngày sưa đi học uống trà sữa bạc hà ấy nhưng tất nhiên xịn hơn nhiều. đồ uống chất lượng",2
"Không gian quán ấm cúng, rộng rãi, khách nước ngoài khá nhiều. không gian tổng quát",2
"Thường xuyên thay vĩ, ân cần hỏi mình xem có tốt hay ko. phục vụ tổng quát",2
"Lâu rồi mình mới quay lại quán thấy nay quán đã mở rộng thêm không gian kế bên, phần nhà bên mới có trần nhà bằng kính, nhìn sáng sủa rộng rãi hơn. không gian tổng quát",2
"Nước lẩu( ảnh chụp là bữa ăn ở aeon mall mà search địa chỉ k ra) quá kinh mùi dừa ăn rất ngang khi nhúng bò, rau vào. thức ăn chất lượng",0
"Nước lẩu( ảnh chụp là bữa ăn ở aeon mall mà search địa chỉ k ra) quá kinh mùi dừa ăn rất ngang khi nhúng bò, rau vào. thức ăn loại",1
"Mực khoanh chiên thì bình thường, mà lúc đem ra không nóng nên ăn hơi boring. thức ăn chất lượng",0
Nhờ lấy nước chấm thêm hay làm rớt đũa xin đôi khác vẫn niềm nở. phục vụ tổng quát,2
- Món ăn kèm bọn mình có gọi khoai tây chiên 35 k / đĩa và sụn gà rang muối 90 k / đĩa. thức ăn giá tiền,1
- Món ăn kèm bọn mình có gọi khoai tây chiên 35 k / đĩa và sụn gà rang muối 90 k / đĩa. thức ăn loại,1
Mình hay uống ở Ng Sơn đc tặng phiếu đánh dấu tích điểm xong đem ra cái nhân viên nói hết hạn tịch thu luôn. phục vụ tổng quát,0
1 là mì ý thịt xông khói với bơ 95k và 1 mỳ ý hải sản 105k. thức ăn loại,1
1 là mì ý thịt xông khói với bơ 95k và 1 mỳ ý hải sản 105k. thức ăn giá tiền,1
Phần xếp hàng mua nước thì chắc không cần bàn rồi vì quán luôn đông. nhà hàng tổng quát,1
"Nhân viên thì dễ thương, nhất là mấy anh giữ xe. phục vụ tổng quát",2
"1 combo cho 4 người cũng nhiều, popeyes được cái free refill nước nên ok 👍🏻. thức ăn loại",2
"1 combo cho 4 người cũng nhiều, popeyes được cái free refill nước nên ok 👍🏻. đồ uống loại",2
"Quán cx chỉ có 2 tầng thôi nhg tầng nào cx decor rất đẹp, sang chảnh 💕. không gian tổng quát",2
"E mìh uốg trà vải cũg khen ngon, soda việt quốc cũg ok, trà xah cũg đc, cooki ok luôn. đồ uống chất lượng",2
"E mìh uốg trà vải cũg khen ngon, soda việt quốc cũg ok, trà xah cũg đc, cooki ok luôn. đồ uống loại",1
Bánh khoai Pháp thấy cũng bt. thức ăn chất lượng,2
"1 tiramisu và 1 tiramisu matcha:cả 2 đều rất ngon, béo béo, 1 phần nhiều ăn đã, matcha ngon hơn xíii và vị matcha cũng rất ngon và chuẩnn. thức ăn chất lượng",2
"1 tiramisu và 1 tiramisu matcha:cả 2 đều rất ngon, béo béo, 1 phần nhiều ăn đã, matcha ngon hơn xíii và vị matcha cũng rất ngon và chuẩnn. thức ăn loại",2
Giá cả thì cũng binh thường chư k đắt 😊. nhà hàng giá tiền,1
Nhưng có điều bánh thì dở tệ <3. thức ăn chất lượng,0
Tuy nhiên hải sản như mực tôm k tươi cho lắm( có thể là vì mình hơi khó tính). thức ăn chất lượng,0
"Trà lài vs trà olong uống vừa vị mình, không quá ngọt, lớp macchiato béo béo ngon. đồ uống chất lượng",2
Mình gọi phần sườn cây phô mai. thức ăn loại,1
"Điểm cộng:Món ăn ngon, vừa miệng. thức ăn chất lượng",2
"Lava cake ăn được, không ấn tượng lắm, mặc dù mong đợi ở món này rất nhiều. thức ăn chất lượng",1
Sẽ ghé quán nữa khi có dịp về Tiên Giang. nhà hàng tổng quát,2
Mấy món ăn ngoài như gỏi và đậu hũ cũng khá ngon và lạ miệng. thức ăn chất lượng,2
Mấy món ăn ngoài như gỏi và đậu hũ cũng khá ngon và lạ miệng. thức ăn loại,2
Mỗi lần gọi tx gongcha thì p gọi thêm 1p milkfoam nữa thàh double milkfoam v uống mới đã. đồ uống loại,1
Mà khuyến mãi cũng thường xuyên có lắm nên yên tâm giá đã đẹp lại càng đẹp hơn. nhà hàng điều khoản khác,2
Mà khuyến mãi cũng thường xuyên có lắm nên yên tâm giá đã đẹp lại càng đẹp hơn. nhà hàng giá tiền,2
"Nhìn chung các món ăn ổn, nhân viên thân thiện. thức ăn chất lượng",2
"Nhìn chung các món ăn ổn, nhân viên thân thiện. phục vụ tổng quát",2
À nước chấm ở đây lạ ghê lần đầu thấy. thức ăn loại,2
"Sảnh dưới rộng rãi, decor xinh xắn, view nhìn chung là đẹp, có cảm giác ấm cúng nữa. không gian tổng quát",2
"Vì dù mềm, thịt có cảm giác bị hơi bở, và không ngọt mùi. thức ăn chất lượng",1
Quán C002 còn ngon hơn gấp trăm lần. nhà hàng tổng quát,0
Quán bán cả ngày đến khi nào hết đồ ăn thì quán đóng cửa. nhà hàng tổng quát,1
"Lâu lâu ở đây cũng tổ chức các sự kiện rất vui, các bạn có thể lên trang Facebook của họ để xem các sự kiện sắp tới mà họ tổ chức. nhà hàng điều khoản khác",2
"quán nằm trên đường LHP rất thuận tiện, không gian rộng rãi view đẹp có phòng riêng thích hợp cho tổ chức sự kiện( sinh nhật, họp mặt gia đình bạn bè). vị trí tổng quát",2
"quán nằm trên đường LHP rất thuận tiện, không gian rộng rãi view đẹp có phòng riêng thích hợp cho tổ chức sự kiện( sinh nhật, họp mặt gia đình bạn bè). không gian tổng quát",2
"quán nằm trên đường LHP rất thuận tiện, không gian rộng rãi view đẹp có phòng riêng thích hợp cho tổ chức sự kiện( sinh nhật, họp mặt gia đình bạn bè). nhà hàng điều khoản khác",2
Khuyên mọi người nên tránh TRÀ XANH KEM MẶN. đồ uống chất lượng,0
☘ Thực đơn:Chỉ 1 loại duy nhất là bán cá 30k. thức ăn giá tiền,1
"Nhân viên, phục vụ:Vì đông nên chờ hơi lâu, phục vụ cũng chậm đi. phục vụ tổng quát",1
"Thực sự mà nói nghĩ là giá cả chắc là mắc lắm, nhưng không ngờ giá bình dân vô cùng ó_Ò. nhà hàng giá tiền",2
"- Lần đầu tiên đi uống Gongcha Hồ Tùng Mậu, bọn mình uống Trà Oolong trân châu đen và Trà Alisan pudding. đồ uống loại",1
"Machiato của Koi cũng có 1 lớp kem béo ở trên nhưng lỏng hơn và nhẹ nhàng hơn, kết hợp với vị trà đào hoặc xoài đậm đà và khi uống sẽ rạch miệng ly ra từ 2 đến 3cm. đồ uống chất lượng",2
"Machiato của Koi cũng có 1 lớp kem béo ở trên nhưng lỏng hơn và nhẹ nhàng hơn, kết hợp với vị trà đào hoặc xoài đậm đà và khi uống sẽ rạch miệng ly ra từ 2 đến 3cm. đồ uống loại",1
Giá khá ok chỉ từ 15-25 k ăn là siêu no bụng rồi. thức ăn giá tiền,2
Khoai tây nghiền ăn hơi giống khoai mỡ. thức ăn loại,1
"Bao nhiêu năm hương vị cũng ko thay đổi vẫn cái bánh bao khai khai ấy, cái há cảo bột dày dày ấy mà nay thêm nhiều món hơn lúc trước rồi. thức ăn loại",2
"Bao nhiêu năm hương vị cũng ko thay đổi vẫn cái bánh bao khai khai ấy, cái há cảo bột dày dày ấy mà nay thêm nhiều món hơn lúc trước rồi. thức ăn chất lượng",2
Quán đông nhưng nhân viên ở đây làm rất nhanh và nhiệt tình luôn. nhà hàng tổng quát,1
Quán đông nhưng nhân viên ở đây làm rất nhanh và nhiệt tình luôn. phục vụ tổng quát,2
"Đành lấy trà sữa sương sáo ghi 50 % đường mà cái order chỉ có 1 cái có sương sáo, vậy cái này ở đâu ra đã vậy còn ngọt quá mức so với 50 % đường ? đồ uống loại",1
"Đành lấy trà sữa sương sáo ghi 50 % đường mà cái order chỉ có 1 cái có sương sáo, vậy cái này ở đâu ra đã vậy còn ngọt quá mức so với 50 % đường ? đồ uống chất lượng",0
"Nhân viên lịch sự, vui vẻ. phục vụ tổng quát",2
Nói chung thì cứ bao h mag thèm pizza đặc trưng đơn giản dễ ăn k cầu kì như 4p thì cũng hay lại đây ăn lắm vì giá cả cũng rẻ hơn 4p nhiều 👍. thức ăn giá tiền,2
"Nhân viên cũng khá ok, không gian rộng rãi, mát mẻ. phục vụ tổng quát",2
"Nhân viên cũng khá ok, không gian rộng rãi, mát mẻ. không gian tổng quát",2
Ngồi gần mình có bàn tổ chức sinh nhật và khi về để quên đồ và được các bạn nhân viên chạy đuổi theo để trả. phục vụ tổng quát,2
"Mình ấn tượng được vài món như gân nai, mì xào thập cẩm( tới quầy yêu cầu nguyên liệu bạn muốn ăn nhé), nem nướng, cà ri, bánh khọt. thức ăn loại",2
"Hôm ấy mình có gọi một món phô mai chiên, salad cá ngừ với pizza 4 chesses. thức ăn loại",1
Nay dẫn bồ đi chơi ghé ăn thử mà làm bồ mình thất vọng về quán luôn. nhà hàng tổng quát,0
xem trên facebook thấy mọi người khen top blade ở đây ngon nên mình cũng gọi thử 1 phần đó kèm sốt tiêu. thức ăn chất lượng,2
Menu của quán rất đa dạng với rất nhiều loại bia rất ngon và đặc biệt là đồ ăn ở đây cũng khá okie á nha. thức ăn loại,2
Menu của quán rất đa dạng với rất nhiều loại bia rất ngon và đặc biệt là đồ ăn ở đây cũng khá okie á nha. thức ăn chất lượng,2
Menu của quán rất đa dạng với rất nhiều loại bia rất ngon và đặc biệt là đồ ăn ở đây cũng khá okie á nha. đồ uống loại,2
Menu của quán rất đa dạng với rất nhiều loại bia rất ngon và đặc biệt là đồ ăn ở đây cũng khá okie á nha. đồ uống chất lượng,2
Bún bò nước lèo ngon nhưng thịt chế biến vẫn hơi bị mùi. thức ăn chất lượng,1
Đội ngũ khá hùng hậu nhưng phục vụ không nhanh nhẹn lắm. phục vụ tổng quát,1
"Đồ ăn thì không có j đặc sắc đâu, buffet bình dân mà nên mình không đòi hỏi nhiều. thức ăn chất lượng",1
"Mình chọn set tổng hợp gồm thịt bò viên, gà và tôm 3 loại sốt kèm thêm cơm trắng 20k gọi riêng ăn cùng. thức ăn loại",1
"Mình chọn set tổng hợp gồm thịt bò viên, gà và tôm 3 loại sốt kèm thêm cơm trắng 20k gọi riêng ăn cùng. thức ăn giá tiền",1
"Cảm nhận riêng là đậm vị chát của trà lài, nhưng ít vị sữa. đồ uống chất lượng",2
Ship tận răng luôn quá đã. phục vụ tổng quát,2
"Cô đưa menu cũng nhiệt tình, dễ thương lắm. phục vụ tổng quát",2
Rồi chưa kể đến các bạn mở nhạc lúc to lúc nhỏ nghe chói hết cả tai đấy ạ :). nhà hàng điều khoản khác,0
Nhân viên phục vụ nhanh lẹ. phục vụ tổng quát,2
✨ Vị trí:quán nằm đoạn kim mã nhé ngay trên đường mặt phố luôn a nên là nhìn khá là rõ. vị trí tổng quát,2
Món bắp xào và cơm chiên dương châu rất ngon. thức ăn chất lượng,2
Món bắp xào và cơm chiên dương châu rất ngon. thức ăn loại,1
"Nhân viên, thức uống, ĐẶC BIỆT LÀ BINGSUUUUU BINGSUUUU ĐÓOOO là rất okê, khỏi phải chê, hê hê. phục vụ tổng quát",2
"Nhân viên, thức uống, ĐẶC BIỆT LÀ BINGSUUUUU BINGSUUUU ĐÓOOO là rất okê, khỏi phải chê, hê hê. đồ uống chất lượng",2
"Phần trang trí siêu đẹp, nhìn là không nỡ ăn. thức ăn loại",2
"Từ đó giờ mình chỉ uống mỗi trà xanh milkfoam thôi, nghe nói các loại trà milkfoam khác cũng ngon lắm, hôm nào có dịp sẽ thử. đồ uống chất lượng",2
"🎈chất lượng:các loại bò đều ngon, sốt vị đậm đà, mực giòn thơm ngây ngất( Y) =))) mình hay ăn top blade nhất, cứng cứng tí và có gân nhưng ngon :). thức ăn chất lượng",2
"🎈chất lượng:các loại bò đều ngon, sốt vị đậm đà, mực giòn thơm ngây ngất( Y) =))) mình hay ăn top blade nhất, cứng cứng tí và có gân nhưng ngon :). thức ăn loại",1
"Trà sữa đậm vị nhưng không hề ngọt gắt, rất ngon. đồ uống chất lượng",2
Kết hợp với kem phomai là hoàn hảo khỏi chê. thức ăn loại,2
"Trân châu ngon, giòn sần sật, nhưng trà thì cứ ngang ngang, milkfoam béo nhưng ngán. đồ uống chất lượng",2
"Trân châu ngon, giòn sần sật, nhưng trà thì cứ ngang ngang, milkfoam béo nhưng ngán. đồ uống loại",1
Nước uống đã liệt kê như trên thì cũng được. đồ uống chất lượng,1
"Mình không ăn phần cơm mà ăn phần miến cua á, mình thích miến hơn. thức ăn loại",2
Có bảo vệ giữ xe ở trên hè free. nhà hàng điều khoản khác,2
"Trân châu cũng ngon không cứng rồi khô, ngon, chất lượng thì sạch sẽ. đồ uống chất lượng",2
Nói chung là tất cả đều ok. nhà hàng tổng quát,2
Decor bố cục hài hòa. không gian tổng quát,2
"Trân châu trắng ngon, giòn giòn nữa. đồ uống chất lượng",2
Mà hình như giá gốc của cái này là 40k thì phải. nhà hàng giá tiền,1
Bánh rocky & frosty mới của Chewy thấy được nhiều người thích lắm. thức ăn loại,2
Nhìn chung rau trộn thì ở đây cũng tạm được nhưng về món mì thì quá ngán vì đầu bếp làm nhão quá. thức ăn chất lượng,0
Nhìn chung rau trộn thì ở đây cũng tạm được nhưng về món mì thì quá ngán vì đầu bếp làm nhão quá. thức ăn loại,1
Tóm lại đồ ăn khá là ngấy theo ý kiến cá nhân mình. thức ăn chất lượng,0
"Tuy nhiên ly Hot chocolate làm mình hơi hụt hẫng vì nó kì kì, không ngọt cũng không đắng. đồ uống chất lượng",0
"Đồ uống theo mình thấy bình thường nhưng hơi đắt, bánh matcha siêu ngon ăn mềm, mịn. đồ uống chất lượng",1
"Đồ uống theo mình thấy bình thường nhưng hơi đắt, bánh matcha siêu ngon ăn mềm, mịn. đồ uống giá tiền",0
"Đồ uống theo mình thấy bình thường nhưng hơi đắt, bánh matcha siêu ngon ăn mềm, mịn. thức ăn chất lượng",2
Giá cũng ổn với thường xuyên bán voucher nên trưa thường cũng đông. nhà hàng giá tiền,1
Giá cũng ổn với thường xuyên bán voucher nên trưa thường cũng đông. nhà hàng tổng quát,1
Sẽ ủng hộ quán dài dài luôn nhé. nhà hàng tổng quát,2
Gửi xe có bảo vệ mang đi dùm. phục vụ tổng quát,2
"Cá hồi phi lê nướng phô mai:cá hồi hơi khô, phô mai béo béo có vị mặn nên cá không cần ướp chăng 😌. thức ăn chất lượng",1
"Cá hồi phi lê nướng phô mai:cá hồi hơi khô, phô mai béo béo có vị mặn nên cá không cần ướp chăng 😌. thức ăn loại",1
Quán này ngoài bún măng thì còn cháo và miến nữa. thức ăn loại,1
Nhân viên vui vẻ dễ chịu. phục vụ tổng quát,2
"Mình mua hộp thập cẩm 30k được tầm 12-13 cục, tổng hợp xíu mại ăn ngon, nhân thịt cắn đã. thức ăn giá tiền",1
"Mình mua hộp thập cẩm 30k được tầm 12-13 cục, tổng hợp xíu mại ăn ngon, nhân thịt cắn đã. thức ăn chất lượng",2
